Molecule Name,Smiles,Standard Type,Standard Value,Standard Units,pChEMBL Value,Target Name,Comment,Action Type,Assay Description,Document Year
,COC(=O)c1cccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)c1,IC50,630.0,nM,6.2,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2009.0
,C=CCn1c2c(c3cc(Br)ccc31)CC(=O)Nc1ccccc1-2,IC50,4000.0,nM,5.4,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta expressed in insect Sf9 cells,2010.0
,O=C(Nc1cnccc1-c1ccc(OC(F)(F)F)cc1)c1ccnc(NC(=O)C2CC2)c1,IC50,270.0,nM,6.57,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin) assessed as decrease in tau phosphorylation by high content cell based assay,2016.0
,O=C1CCCc2oc3cc(C(F)(F)F)ccc3c(=O)c21,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Nc1nonc1-n1nnc(C(=O)NCc2ccncc2)c1CN1CCCCC1,IC50,9300.0,nM,5.03,Glycogen synthase kinase-3 beta,,,Inhibitory activity against human glycogen synthase kinase-3beta (GSK3-beta) at 100 uM ATP,2003.0
,Fc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,Ki,630.96,nM,6.2,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C1NC(NC2CCCCC2(F)F)=N/C1=C\c1ccc2ncsc2c1,IC50,5557.0,nM,5.25,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal GST/His6-fused human full length GSK-3-beta (1 to 420 residues) expressed in Sf9 cells using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,2023.0
,Cc1cc(Nc2nc(Sc3c(Cl)cccc3Cl)nc3ccccc23)n[nH]1,Ki,113.0,nM,6.95,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2009.0
,Cc1cc(Nc2nc(Sc3ccc(Cl)cc3)nc3ccccc23)n[nH]1,Ki,44.0,nM,7.36,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2009.0
,COCCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(CCOC)c12,IC50,114.0,nM,6.94,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta-mediated YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE phosphorylation,2013.0
,Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,Ki,10.0,nM,,Glycogen synthase kinase-3 beta,,,Binding affinity for human glycogen synthase kinase 3 beta,2004.0
,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(Cl)c(C(F)(F)F)c3)n2)cc1,Ki,40.0,nM,7.4,Glycogen synthase kinase-3 beta,,,Binding affinity for human glycogen synthase kinase 3 beta,2004.0
GW805758X,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,Ki,30.0,nM,7.52,Glycogen synthase kinase-3 beta,,,Binding affinity for human glycogen synthase kinase 3 beta,2004.0
,Nc1nc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)ccc1[N+](=O)[O-],IC50,0.6,nM,9.22,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta using biotin-CREB peptide substrate after 1 hr by scintillation counting method,2017.0
,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCCCCCCCCCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,IC50,98.0,nM,7.01,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal His6-tagged recombinant human GSK3beta H350L mutant expressed in baculovirus infected Sf21 cells using GSM as substrate incubated for 30 mins in presence of ATP by Kinase-Glo luminescent assay,2021.0
,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCOCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,IC50,104.9,nM,6.98,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal His6-tagged recombinant human GSK3beta H350L mutant expressed in baculovirus infected Sf21 cells using GSM as substrate incubated for 30 mins in presence of ATP by Kinase-Glo luminescent assay,2021.0
,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1ccccn1,IC50,19.0,nM,7.72,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta using YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE as substrate in presence of gamma-33P-ATP,2016.0
,O=C(CN1CCOCC1)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(F)cc4)nc23)cc1,IC50,40.0,nM,7.4,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2009.0
,Cc1ccc(C)c(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)c1,IC50,860.0,nM,6.07,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta assessed as breakdown of glycogen synthase derived substrate peptide by ADP hunter assay in presence of 100 uM ATP,2008.0
,COc1cccc(-n2ncc3c(N/N=C/c4ccc(O)cc4)ncnc32)c1,IC50,12.59,nM,7.9,Glycogen synthase kinase-3 beta,,,"Ability to inhibit 50% glycogen synthase kinase-3 beta of recombinant human, expressed as log of concentration",2004.0
,O=C(O)c1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,IC50,49.0,nM,7.31,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2008.0
,COc1ccc(Nc2cc(-c3noc(-c4ccc(NS(=O)(=O)c5ccc(C(C)(C)C)cc5)cc4)n3)ccn2)cc1,IC50,9890.0,nM,5.0,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK3beta (unknown origin) measured after 40 mins by ADP-Glo assay,2021.0
,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cc2c(C)n[nH]c2cn1,IC50,680.0,nM,6.17,Glycogen synthase kinase-3 beta,,,Inhibition of GSK2beta phosphorylation in human BT474 cells,2010.0
MANZAMINE,O[C@]12C=C(c3[nH]ccc4c5ccccc5nc3-4)[C@@H]3CCN(CCCC/C=C\CC1)C[C@@]31C[C@@H]3/C=C\CCCCN3[C@H]12,IC50,8400.0,nM,5.08,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta Z'-LYTE kinase assay kit method,2010.0
,Cn1c(OCCc2ccccc2)nc(-c2ccncc2)cc1=O,IC50,200.0,nM,6.7,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using prephosphorylated GS1 peptide as substrate after 1 hr by liquid scintillation spectrometry,2013.0
,Cc1nc(-c2ccc3occ(-c4ccc([S+](C)[O-])cc4)c3c2)no1,IC50,680.0,nM,6.17,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta,2009.0
,Cc1ccc(-c2ccc3occ(-c4ccc([S+](C)[O-])cc4)c3c2)o1,IC50,35.0,nM,7.46,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta,2009.0
,COC(=O)c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,IC50,200.0,nM,6.7,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta,2009.0
PHA-793887,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,IC50,79.0,nM,7.1,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta by scintillation proximity assay,2010.0
,Cn1cc(C2=C(c3cccc(NCCCO)c3)C(=O)NC2=O)c2ccccc21,IC50,1.0,nM,9.0,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta assessed as [gamma33]ATP transfer to biotinylated CREB-peptide substrate after 1 hr by scintillation counting,2010.0
,COc1cccc(C2=C(c3cn(C)c4cc(C)ccc34)C(=O)NC2=O)c1,IC50,35.0,nM,7.46,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta assessed as [gamma33]ATP transfer to biotinylated CREB-peptide substrate after 1 hr by scintillation counting,2010.0
,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCN)cc21,IC50,1140.0,nM,5.94,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta phosphorylation in human BT474 cells,2009.0
,NCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)ccc21,IC50,116.0,nM,6.94,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta-mediated YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE phosphorylation,2013.0
,O=C1NC(=O)C(c2cn(CCO)c3ccc(Br)cc23)=C1c1coc2ccccc12,IC50,21.4,nM,7.67,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta-mediated YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE phosphorylation,2013.0
,CCC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,IC50,43.0,nM,7.37,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,COc1cccc(Nc2nccc(C3=C(c4ccccc4)NN4C=CC=CC34)n2)c1,IC50,30.0,nM,7.52,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2008.0
,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccc(O)cc3)cc12,IC50,56.0,nM,7.25,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta using gamma[33P]-ATP after 30 mins by scintillation proximity assay,2010.0
,CCCC(=O)Nc1n[nH]c2cc(-c3cc(Cl)cc(Cl)c3)ccc12,IC50,5413.0,nM,5.27,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta using gamma[33P]-ATP after 30 mins by scintillation proximity assay,2010.0
,CCCC(=O)Nc1n[nH]c2c(Cl)c(Cl)c(-c3ccccc3)cc12,IC50,12.0,nM,7.92,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta using gamma[33P]-ATP after 30 mins by scintillation proximity assay,2010.0
,CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2,IC50,358.0,nM,6.45,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2010.0
,Cn1nccc1CNC(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1,IC50,1260.0,nM,5.9,Glycogen synthase kinase-3 beta,,,Inhibition of GST-tagged full length GSK3-beta assessed as inhibition of ATP consumption after 60 mins by luminescence assay,2010.0
,Cc1oncc1CNC(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1,IC50,2290.0,nM,5.64,Glycogen synthase kinase-3 beta,,,Inhibition of GST-tagged full length GSK3-beta assessed as inhibition of ATP consumption after 60 mins by luminescence assay,2010.0
,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)c(O)c3)ccc12,IC50,27.0,nM,7.57,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta using gamma[33P]-ATP after 30 mins by scintillation proximity assay,2010.0
,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(N)nc3)ccc12,IC50,1088.0,nM,5.96,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta using gamma[33P]-ATP after 30 mins by scintillation proximity assay,2010.0
,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(CC)cc3)cc12,IC50,12.0,nM,7.92,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta using gamma[33P]-ATP after 30 mins by scintillation proximity assay,2010.0
,COc1ccc(N/N=C2\C(=O)NN=C2c2ccncc2)cc1,Ki,30.0,nM,7.52,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta assessed as NADH level after 10 mins by pyruvate kinase/lactate dehydrogenase coupled spectrophotometric assay,2010.0
,COc1cccc(C2=NNC(=O)/C2=N\Nc2ccccn2)c1,Ki,8.0,nM,8.1,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta assessed as NADH level after 10 mins by pyruvate kinase/lactate dehydrogenase coupled spectrophotometric assay,2010.0
,CCN(CC)c1ccc(N/N=C2\C(=O)NN=C2c2ccc(OC)cc2)cc1,Ki,16.0,nM,7.8,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta assessed as NADH level after 10 mins by pyruvate kinase/lactate dehydrogenase coupled spectrophotometric assay,2010.0
,CCN(CC)c1ccc(N/N=C2\C(=O)NN=C2c2ccc(OC)c(OC)c2)cc1,Ki,2.0,nM,8.7,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta assessed as NADH level after 10 mins by pyruvate kinase/lactate dehydrogenase coupled spectrophotometric assay,2010.0
,COc1ccncc1C1=NNC(=O)/C1=N\Nc1cccnc1,Ki,23.0,nM,7.64,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta assessed as NADH level after 10 mins by pyruvate kinase/lactate dehydrogenase coupled spectrophotometric assay,2010.0
,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2c1,IC50,470.0,nM,6.33,Glycogen synthase kinase-3 beta,,,Inhibition of GSK2beta phosphorylation in human BT474 cells,2010.0
,CC#CC(=O)NCCCN1CCC(CNC(=O)c2n[nH]c3ccc(OC)cc23)CC1,IC50,530.0,nM,6.28,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK-3beta using Ulight-CFFKNIVTPRTPPPSQQGK-amide as substrate after 90 mins by LANCE assay,2015.0
,C/C=C/C(=O)NCCCN1CCC(CNC(=O)c2n[nH]c3ccc(OC)cc23)CC1,IC50,1510.0,nM,5.82,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK-3beta using Ulight-CFFKNIVTPRTPPPSQQGK-amide as substrate after 90 mins by LANCE assay,2015.0
,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cnccc4OC)cc23)CC1,IC50,45.0,nM,7.35,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK-3beta using Ulight-CFFKNIVTPRTPPPSQQGK-amide as substrate after 90 mins by LANCE assay,2015.0
,COc1ccc2[nH]nc(C(=O)NCC3CCN(CCCNC(=O)c4ccccc4)CC3)c2c1,IC50,580.0,nM,6.24,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK-3beta using Ulight-CFFKNIVTPRTPPPSQQGK-amide as substrate after 90 mins by LANCE assay,2015.0
,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(C2CCCC2)n1,IC50,48.0,nM,7.32,Glycogen synthase kinase-3 beta,244255,,Inhibition Assay: Compounds are screened for their ability to inhibit the phosphorylation of tyrosine (TYR) residues through the use of western blotting of Jurkat cells dosed with the compounds. The phosphorylation of the specific TYR residues tested are GSK3α TYR 279 and GSK3β TYR 216.,2014.0
,COc1cc2c(cc1OC)-c1[nH]c3ccc(C(F)(F)F)cc3c1CC(=O)N2,IC50,75.0,nM,7.12,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2010.0
,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1,IC50,220.0,nM,6.66,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2009.0
,COc1ccc(-n2cnc3ccc(-c4nnc(SCc5ccc(OC)c(C(F)(F)F)c5)o4)cc32)cc1,IC50,8.6,nM,8.07,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2009.0
,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(F)c2)n1,Ki,31.62,nM,7.5,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(NCc1ccccc1)Nc1ncc([N+](=O)[O-])s1,Ki,199.53,nM,6.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=c1[nH]cc(I)c2nc(-c3ccccc3)cn12,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COc1cccc(NC(=O)c2cnn3c(-c4ccccc4)ccnc23)c1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CC(=NNC(=O)c1nnn(-c2nonc2N)c1-c1ccccc1)c1ccco1,Ki,1995.26,nM,5.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Nc1ccc(-c2cncc(OCC(N)Cc3c[nH]c4ccccc34)c2)cc1C(=O)c1ccccc1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,NC(COc1cncc(-c2ccc3c(c2)CC(=O)N3)c1)Cc1c[nH]c2ccccc12,Ki,100.0,nM,7.0,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1n[nH]c2cnc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12,IC50,670.0,nM,6.17,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta phosphorylation in human BT474 cells,2010.0
,COc1ccc(-c2ocnc2C(=O)NCC2CCC(C(=O)N(C)C)CC2)cc1,IC50,316.23,nM,6.5,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta by fluorescence polarization assay,2012.0
,CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(Cc5ccccc5)CC4)cc3)n2)s1,IC50,6000.0,nM,5.22,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2009.0
,Clc1ccccc1CSc1nnc(-c2ccc3c(c2)CCO3)o1,IC50,200.0,nM,6.7,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2009.0
,N#Cc1cccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)c1,IC50,91.0,nM,7.04,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2009.0
,O=C(Nc1cnccc1OCC(F)(F)F)c1ccnc(Nc2ccccc2)n1,IC50,0.2,nM,9.7,Glycogen synthase kinase-3 beta,,INHIBITOR,Displacement of FL-KRREILSRRP[ps]ERYR-NH2 from human recombinant N-terminal His6-tagged GSK-3-beta (14 to 306 residues) H355L mutant expressed in baculovirus-infected Sf21 cells incubated for 20 hrs by fluorescence based analysis,2023.0
,Cc1cc(C#N)ccc1Nc1nccc(C(=O)Nc2cnccc2-c2ccccc2)n1,IC50,0.43,nM,9.37,Glycogen synthase kinase-3 beta,,INHIBITOR,Displacement of FL-KRREILSRRP[ps]ERYR-NH2 from human recombinant N-terminal His6-tagged GSK-3-beta (14 to 306 residues) H355L mutant expressed in baculovirus-infected Sf21 cells incubated for 20 hrs by fluorescence based analysis,2023.0
,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCF,IC50,36.5,nM,7.44,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin),2023.0
,Cc1nc(-c2ccc(F)c(C)c2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,IC50,117.0,nM,6.93,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) by ADP-Glo assay,2019.0
,c1ccc(-c2cc3[nH]ccnc-3n2)cc1,IC50,2300.0,nM,5.64,Glycogen synthase kinase-3 beta,,,"Inhibition of glycogen synthase kinase-3 beta, purified from porcine brain or expressed in and purified from insect Sf9 cells",2003.0
,C[C@H]1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C#N)cn1c23,IC50,0.57,nM,9.24,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2012.0
,CC(Nc1c(Nc2ccncc2)c(=O)c1=O)C(C)(C)C,Ki,2511.89,nM,5.6,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,c1ccc(-c2ccc3c(-c4ccnc(Nc5ccc6c(c5)OCCO6)n4)cnn3n2)cc1,Ki,120.0,nM,6.92,Glycogen synthase kinase-3 beta,,,Binding affinity for human glycogen synthase kinase 3 beta,2004.0
,O=C(Nc1ncnc2oc(-c3ccc(Cl)cc3)cc12)C1CC1,IC50,1000.0,nM,6.0,Glycogen synthase kinase-3 beta,,,Inhibition of human Glycogen synthase kinase-3 beta,2004.0
,CCCOc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,Ki,790.0,nM,6.1,Glycogen synthase kinase-3 beta,,,Binding affinity for human glycogen synthase kinase 3 beta,2004.0
,O=C(NCCCNc1c2c(nc3ccccc13)CCCC2)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CC1,IC50,103.6,nM,6.99,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of recombinant human N-terminal His6-tagged GSK-3beta H350L mutant expressed in baculovirus infected Sf21 cells using GSM as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay,2020.0
,COc1ccc(-c2cc(=O)c3c(OC)c([C@H]4O[C@H](C(=O)N[C@H](C)C(F)(F)F)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3o2)cc1OC,IC50,2300.0,nM,5.64,Glycogen synthase kinase-3 beta,,,Inhibition of Glycogen synthase kinase-3 beta in human SH-SY5Y cells after 2 hrs by ELISA,2019.0
,NCCCn1cc(C2=C(c3cccc4ccccc34)C(=O)NC2=O)c2cccnc21,IC50,31.0,nM,7.51,Glycogen synthase kinase-3 beta,,,Inhibition of full length recombinant His-tagged human Glycogen synthase kinase-3 beta expressed in Baculovirus expression system,2019.0
,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2)CC1,IC50,19.0,nM,7.72,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of recombinant human N-terminal His6-tagged GSK3beta H350L mutant expressed in baculovirus infected Sf21 cells using prephosphorylated polypeptide as substrate incubated for 1 min followed by substrate addition and measured after 30 mins by Kinase-Glo luminescence assay,2021.0
PF-00562271,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,Kd,707.0,nM,6.15,Glycogen synthase kinase-3 beta,Active,,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",2017.0
,COc1cnc(COc2ccc(F)cc2)cc1-c1cc2c([nH]1)CCNC2=O,IC50,7830.0,nM,5.11,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta,2012.0
,COc1cnc(COc2ccc(F)cc2)nc1-c1cc2c([nH]1)CCNC2=O,IC50,1120.0,nM,5.95,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta,2012.0
,O=C(NCC1CCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,IC50,26.0,nM,7.58,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant full length human N-terminal GST-tagged GSK3beta (1 to 420 end residues) expressed in baculovirus expression system using unphosphorylated peptide as substrate incubated enzyme-substrate mixture for 90 mins in presence of ATP by LANCE assay,2020.0
,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cccnc3)cc12,IC50,22.0,nM,7.66,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant full length human N-terminal GST-tagged GSK3beta (1 to 420 end residues) expressed in baculovirus expression system using unphosphorylated peptide as substrate incubated enzyme-substrate mixture for 90 mins in presence of ATP by LANCE assay,2020.0
,COCc1ccncc1-c1ccc2[nH]nc(C(=O)NCC3CCOCC3)c2c1,IC50,28.0,nM,7.55,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant full length human N-terminal GST-tagged GSK3beta (1 to 420 end residues) expressed in baculovirus expression system using unphosphorylated peptide as substrate incubated enzyme-substrate mixture for 90 mins in presence of ATP by LANCE assay,2020.0
,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1n1ccc2cnc3[nH]ccc3c21,IC50,1000.0,nM,,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin),2017.0
,Cc1ccc(-c2c[nH]c(C3COCCN3Cc3c[nH]c4ccccc34)n2)cc1,IC50,120.0,nM,6.92,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin),2013.0
,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,IC50,242.7,nM,6.62,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal His6-tagged recombinant human GSK3beta H350L mutant expressed in baculovirus infected Sf21 cells using GSM as substrate incubated for 30 mins in presence of ATP by Kinase-Glo luminescent assay,2021.0
,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCOCCn1cc(COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,IC50,46.9,nM,7.33,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal His6-tagged recombinant human GSK3beta H350L mutant expressed in baculovirus infected Sf21 cells using GSM as substrate incubated for 30 mins in presence of ATP by Kinase-Glo luminescent assay,2021.0
,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCCCCCCCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,IC50,70.4,nM,7.15,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal His6-tagged recombinant human GSK3beta H350L mutant expressed in baculovirus infected Sf21 cells using GSM as substrate incubated for 30 mins in presence of ATP by Kinase-Glo luminescent assay,2021.0
,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCOCCOCCOCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,IC50,69.3,nM,7.16,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal His6-tagged recombinant human GSK3beta H350L mutant expressed in baculovirus infected Sf21 cells using GSM as substrate incubated for 30 mins in presence of ATP by Kinase-Glo luminescent assay,2021.0
,Cc1nc(NC(=O)NCCc2cn(CC(F)F)cn2)sc1C#Cc1cccnc1,Ki,4000.0,nM,,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3B (unknown origin),2021.0
